Person_ID,Crash_Date,Crash_Location,Victim,Longitude,Latitude,Location
P212207,07/31/2020 03:43:00 PM,4780 S ARCHER AVE,PASSENGER,-87.72477825,41.84414469,POINT (-87.72477825 41.84414469)
O705540,07/30/2019 08:30:00 AM,4243 W ROOSEVELT RD,DRIVER,-87.73170774,41.8659683,POINT (-87.73170774 41.8659683)
O694565,07/15/2019 07:31:00 PM,6321 S ASHLAND AVE,PEDESTRIAN,-87.66406,41.778815,POINT (-87.66406 41.778815)
O910109,07/02/2020 02:36:00 AM,631 W 115TH ST,DRIVER,-87.70523,41.884404,POINT (-87.70523 41.884404)
P236942,03/03/2021 09:30:00 PM,8502 S PULASKI RD,DRIVER,-87.7217,41.73841,POINT (-87.7217 41.73841)
O1657334,09/09/2023 08:18:00 PM,520 S HAMLIN BLVD,PEDESTRIAN,-87.72052102,41.87379753,POINT (-87.72052102 41.87379753)
O1207368,10/17/2021 07:30:00 PM,3031 S ARCHER AVE,PEDESTRIAN,-87.66218169,41.83947663,POINT (-87.66218169 41.83947663)
O1336074,05/12/2022 08:31:00 PM,7600 W FOREST PRESERVE AVE,MOTORCYCLIST,-87.81707837,41.94921087,POINT (-87.81707837 41.94921087)
P259129,08/03/2021 11:34:00 PM,4537 W ARMITAGE AVE,PASSENGER,-87.74027793,41.91688868,POINT (-87.74027793 41.91688868)
O1408112,07/29/2022 11:59:00 PM,6901 S STONY ISLAND AVE,MOTORCYCLIST,-87.58596259,41.76968488,POINT (-87.58596259 41.76968488)
O762632,10/18/2019 04:11:00 PM,802 W GARFIELD BLVD,PEDESTRIAN,-87.64536048,41.79440996,POINT (-87.64536048 41.79440996)
P182350,12/06/2019 11:35:00 AM,7200 S LOWE AVE,PASSENGER,-87.64019,41.763359,POINT (-87.64019 41.763359)
O1004652,12/05/2020 11:48:00 PM,7401 S CICERO AVE,DRIVER,-87.63158,41.834487,POINT (-87.63158 41.834487)
O969768,10/03/2020 01:52:00 AM,10833 S HALSTED,DRIVER,-87.55847,41.751726,POINT (-87.55847 41.751726)
O1168145,08/23/2021 03:08:00 AM,13000 S TORRENCE AVE,DRIVER,-87.55943274,41.65912619,POINT (-87.55943274 41.65912619)
P290762,03/27/2022 10:15:00 PM,4268 W MONTROSE AVE,PASSENGER,-87.73542802,41.96097183,POINT (-87.73542802 41.96097183)
O1219810,11/03/2021 01:31:00 PM,5957 W TOUHY AVE,DRIVER,-87.77642769,42.01186629,POINT (-87.77642769 42.01186629)
P186358,01/01/2020 11:18:00 PM,1448 W 112TH PL,PASSENGER,-87.65875,41.689427,POINT (-87.65875 41.689427)
O1272866,01/30/2022 02:50:00 AM,4001 S PULASKI RD,DRIVER,-87.72381922,41.81905229,POINT (-87.72381922 41.81905229)
O1040748,02/21/2021 12:10:00 PM,1358 S KEELER AVE,PASSENGER,-87.7301,41.862542,POINT (-87.7301 41.862542)
O736098,09/11/2019 12:00:00 AM,5245 W FULLERTON AVE,PEDESTRIAN,-87.75799,41.923973,POINT (-87.75799 41.923973)
O1131709,07/03/2021 01:30:00 AM,4200 S LAKE SHORE DRIVE,DRIVER,-87.59662067,41.81849736,POINT (-87.59662067 41.81849736)
O1567391,05/03/2023 01:00:00 AM,4750 S PULASKI RD,DRIVER,-87.72368673,41.80635789,POINT (-87.72368673 41.80635789)
O1415621,09/08/2022 11:44:00 AM,710 N MILWAUKEE AVE,DRIVER,-87.6528852,41.89446403,POINT (-87.6528852 41.89446403)
P217431,09/06/2020 04:27:00 AM,3000 S LAKE SHORE DR SB,PASSENGER,-87.70539,41.686628,POINT (-87.70539 41.686628)
O1441230,10/15/2022 12:59:00 PM,2732 W OGDEN AGE,DRIVER,-87.69448806,41.86188597,POINT (-87.69448806 41.86188597)
P338623,02/18/2023 10:58:00 PM,10020 S HALSTED,PASSENGER,-87.64310095,41.71171667,POINT (-87.64310095 41.71171667)
O1604314,06/02/2023 01:00:00 AM,5432 W JACKSON BLVD,DRIVER,-87.76091253,41.87668635,POINT (-87.76091253 41.87668635)
O1317030,04/14/2022 12:40:00 AM,3213 E 106TH ST,DRIVER,-87.54579815,41.70265737,POINT (-87.54579815 41.70265737)
O960267,09/18/2020 07:35:00 AM,1402 E 95TH ST,DRIVER,-87.6155,41.781016,POINT (-87.6155 41.781016)
P328749,12/21/2022 04:25:00 PM,7033 W BELMONT AVE,PASSENGER,-87.80204278,41.9380722,POINT (-87.80204278 41.9380722)
O1326464,04/28/2022 02:12:00 PM,632 N CICERO AVE,MOTORCYCLIST,-87.74586235,41.89231009,POINT (-87.74586235 41.89231009)
O1242236,12/08/2021 06:53:00 AM,6531 63RD ST,PEDESTRIAN,-87.78498869,41.77751202,POINT (-87.78498869 41.77751202)
O1134659,07/07/2021 12:47:00 AM,7103 S ASHLAND AVE,PASSENGER,-87.66364395,41.76480481,POINT (-87.66364395 41.76480481)
,10/23/2023 07:54:00 PM,5115 N DAMEN AVE,CYCLIST,-87.679245,41.975209,POINT (-87.679245 41.975209)
O975453,10/12/2020 07:35:00 AM,5800 N PULASKI RD,DRIVER,-87.64522,41.802543,POINT (-87.64522 41.802543)
O780639,11/13/2019 01:45:00 AM,13615 S TORRENCE AVE,DRIVER,-87.55915,41.647709,POINT (-87.55915 41.647709)
